0.0	763.9
4.12371e-05	1423.86
8.16327e-05	2019.2
0.00012121210000000001	2526.26
0.00016	2999.96
0.0001980198	3410.8
0.0002352941	3790.6
0.0002718447	4135.88
0.0003076923	4441.01
0.0003428571	4719.93
0.0003773585	4975.84
0.000411215	5202.4
0.0004444445	5414.98
0.00047706420000000004	5615.1
0.0005090909	5782.21
0.0005405404999999999	5936.51
0.0005714286	6104.84
0.0006017699	6255.24
0.0006315789	6375.6
0.0006608696	6489.52
0.0006896552	6604.78
0.0007179487000000001	6714.57
0.0007457627	6808.47
0.0007731093	6908.45
0.0008	7001.37
0.0008264463	7087.63
0.000852459	7166.31
